ID	CLASSIFI	TRAD	SIMP	IPA_S	IPA_T	JYUTPING	SOUR	EXPL	NOTE
430	六、房舍/飯鍋	飯煲	饭煲	fan22 pu55	fan22 pu55	faan6 bu1	P1358	飯鍋	
431	六、房舍/鍋蓋	煲蓋	煲盖	pu55 kɔi33	pu55 kɔi33	bu1 goi3	P1358	鍋蓋	
432	六、房舍/燒火棍	撈火棍	捞火棍	lɛu55 fɔ35 kʷɐn33	lɛu55 fɔ35 kʷɐn33	leu1 fo2 gwan3	P1358	燒火棍	
433	六、房舍/火鉗	火鉗	火钳	fɔ35 kʰɛm21	fɔ35 kʰɛm21	fo2 kem4	P1360	火鉗	
434	六、房舍/鍋鏟	鑊鏟	镬铲	uɔk2 tʃʰɛn35	wɔk2 tʃʰɛn35	wok6 cen2	P1360	鍋鏟	
435	六、房舍/水瓢	水殼	水壳	ʃui35 hɔk3	ʃui35 hɔk3	sui2 hok3	P1360	水瓢	
436	六、房舍/瓶子	樽	樽	tʃɐn55	tʃɐn55	zan1	P1362	瓶子	
437	六、房舍/瓶塞兒	窒	窒	tʃɐt5	tʃɐt5	zat1	P1362	瓶塞兒	原文有音無字
438	六、房舍/湯匙	匙羹	匙羹	tʃʰi21 kɐŋ55	tʃʰi21 kɐŋ55	ci4 gang1	P1362	湯匙	原文作「瓷羹」
439	六、房舍/筷子	筷手	筷手	kʷʰai33 ʃɐu35	kʷʰai33 ʃɐu35	kwaai3 sau2	P1364	筷子	
440	六、房舍/筷籠	筷手筒	筷手筒	kʷʰai33 ʃɐu35 tʰuŋ21	kʷʰai33 ʃɐu35 tʰʊŋ21	kwaai3 sau2 tung4	P1364	筷籠	
441	六、房舍/抹布	抹檯布	抹台布	mat3 tʰɔi21 pu33	mat3 tʰɔi21 pu33	maat3 toi4 bu3	P1364	抹布	
442	六、房舍/拖帚	拖把	拖把	tʰɔ55 pa35	tʰɔ55 pa35	to1 baa2	P1366	拖帚	
443	六、房舍/砧板	砧板	砧板	tʃɐm55 pan35	tʃɐm55 pan35	zam1 baan2	P1366	砧板	
444	六、房舍/火柴	火柴	火柴	fɔ35 tʃʰai21	fɔ35 tʃʰai21	fo2 caai4	P1366	火柴	
445	六、房舍/劃火柴	搉火柴	搉火柴	kʷʰɐk5 fɔ35 tʃʰai21	kʷʰɐk5 fɔ35 tʃʰai21	kwak1 fo2 caai4	P1368	劃火柴	原文[kʷʰɐk5]有音無字
446	六、房舍/縫紉機	衣車	衣车	i55 tʃʰɛ55	ji55 tʃʰɛ55	ji1 ce1	P1368	縫紉機	
447	六、房舍/縫衣針	針	针	tʃɐm55	tʃɐm55	zam1	P1368	縫衣針	
448	六、房舍/洗衣機	洗衣機	洗衣机	ɬɐi35 i33 ki55	ɬɐi35 ji33 ki55	slai2 ji3 gi1	P1370	洗衣機	
449	六、房舍/電視機	電視機	电视机	tin22 ʃi22 ki55	tin22 ʃi22 ki55	din6 si6 gi1	P1370	電視機	
450	六、房舍/電冰箱	電冰箱	电冰箱	tin22 piŋ55 ɬœŋ55	tin22 peŋ55 ɬœŋ55	din6 bing1 sloeng1	P1370	電冰箱	
451	六、房舍/電風扇	電風扇	电风扇	tin22 fuŋ55 ʃin33	tin22 fʊŋ55 ʃin33	din6 fung1 sin3	P1372	電風扇	
452	六、房舍/扇子	扇	扇	ʃin33	ʃin33	sin3	P1372	扇子	
453	六、房舍/傘	遮	遮	tʃɛ55	tʃɛ55	ze1	P1372	傘	
454	六、房舍/圖章	章	章	tʃœŋ55	tʃœŋ55	zoeng1	P1374	圖章	
455	六、房舍/東西	嘢	嘢	iɛ23	jɛ24	je5	P1374	東西	原文有音無字
456	六、房舍/搬家	搬屋	搬屋	pun55 uk5	pun55 ʊk5	bun1 uk1	P1374	搬家	
457	七、稱謂/男人	男人	男人	nam21 iɐn21	nam21 jɐn21	naam4 jan4	P1376	男人	
458	七、稱謂/女人	女人	女人	ny23 iɐn21	ny24 jɐn21	nyu5 jan4	P1376	女人	
459	七、稱謂/小孩兒	細佬哥	细佬哥	ɬɐi33 lu35 kɔ55	ɬɐi33 lu35 kɔ55	slai3 lu2 go1	P1376	小孩兒	原文「佬」字誤作[ləu35]
460	七、稱謂/寶貝兒（愛稱）	寶貝	宝贝	pu35 pui33	pu35 pui33	bu2 bui3	P1378	寶貝兒（愛稱）	
461	七、稱謂/男孩兒	崽	崽	tʃɐi35	tʃɐi35	zai2	P1378	男孩兒	
462	七、稱謂/女孩兒	女	女	ny35	ny35	nyu2	P1378	女孩兒	
463	七、稱謂/老頭兒	老大	老大	lu23 tai35	lu24 tai35	lu5 daai2	P1380	老頭兒	
464	七、稱謂/自己人	自己人	自己人	tʃi22 ki35 iɐn21	tʃi22 ki35 jɐn21	zi6 gi2 jan4	P1380	自己人	
465	七、稱謂/外人	外人	外人	ŋɔi22 iɐn21	ŋɔi22 jɐn21	ngoi6 jan4	P1380	外人	
466	七、稱謂/外地人	外地人	外地人	ŋɔi22 ti22 iɐn21	ŋɔi22 ti22 jɐn21	ngoi6 di6 jan4	P1382	外地人	
467	七、稱謂/同鄉	同鄉	同乡	tʰuŋ21 hœŋ55	tʰʊŋ21 hœŋ55	tung4 hoeng1	P1382	同鄉	
468	七、稱謂/同學	同學	同学	tʰuŋ21 huk2	tʰʊŋ21 hʊk2	tung4 huk6	P1382	同學	
469	七、稱謂/廚師	廚房佬	厨房佬	tʃʰy21 fɔŋ21 lu35	tʃʰy21 fɔŋ21 lu35	cyu4 fong4 lu2	P1384	廚師	
470	七、稱謂/保姆	使人	使人	ʃɐi35 iɐn21	ʃɐi35 jɐn21	sai2 jan4	P1384	保姆	
471	七、稱謂/奶媽	奶媽	奶妈	nai23 ma55	nai24 ma55	naai5 maa1	P1384	奶媽	
472	七、稱謂/相貌	嘜頭	唛头	mɐk5 tʰɐu21	mɐk5 tʰɐu21	mak1 tau4	P1386	相貌	原文[mɐk5]有音無字
473	七、稱謂/年齡	年紀	年纪	nin21 ki35	nin21 ki35	nin4 gi2	P1386	年齡	
474	七、稱謂/父親（背稱）	爸	爸	pa55	pa55	baa1	P1386	父親（背稱）	
475	七、稱謂/父親（背稱）	老嘢	老嘢	lu23 iɛ23	lu24 jɛ24	lu5 je5	P1386	父親（背稱）	原文有音無字
476	七、稱謂/父親（背稱）	老竇	老窦	lu23 tɐu22	lu24 tɐu22	lu5 dau6	P1386	父親（背稱）	原文有音無字
477	七、稱謂/爸爸（面稱）	爸	爸	pa55	pa55	baa1	P1388	爸爸（面稱）	
478	七、稱謂/母親（背稱）	媽	妈	ma55	ma55	maa1	P1388	母親（背稱）	
479	七、稱謂/媽媽（面稱）	媽	妈	ma55	ma55	maa1	P1388	媽媽（面稱）	
480	七、稱謂/伯父（背稱）	伯	伯	pak3	pak3	baak3	P1390	伯父（背稱）	
481	七、稱謂/伯父（面稱）	伯	伯	pak3	pak3	baak3	P1390	伯父（面稱）	
482	七、稱謂/伯母（背稱）	孃	娘	nœŋ21	nœŋ21	noeng4	P1390	伯母（背稱）	
483	七、稱謂/伯母（面稱）	孃	娘	nœŋ21	nœŋ21	noeng4	P1392	伯母（面稱）	
484	七、稱謂/叔父（背稱）	叔	叔	ʃuk5	ʃʊk5	suk1	P1392	叔父（背稱）	
485	七、稱謂/叔父（面稱）	叔	叔	ʃuk5	ʃʊk5	suk1	P1392	叔父（面稱）	
486	七、稱謂/叔母（背稱）	嬸	婶	ʃɐm35	ʃɐm35	sam2	P1394	叔母（背稱）	
487	七、稱謂/叔母（面稱）	嬸	婶	ʃɐm35	ʃɐm35	sam2	P1394	叔母（面稱）	
488	七、稱謂/祖父（背稱）	公	公	kuŋ55	kʊŋ55	gung1	P1394	祖父（背稱）	
489	七、稱謂/祖父（面稱）	公	公	kuŋ55	kʊŋ55	gung1	P1396	祖父（面稱）	
490	七、稱謂/祖母（背稱）	婆	婆	pʰɔ21	pʰɔ21	po4	P1396	祖母（背稱）	
491	七、稱謂/祖母（面稱）	婆	婆	pʰɔ21	pʰɔ21	po4	P1396	祖母（面稱）	
492	七、稱謂/外祖父（背稱）	外公	外公	ŋɔi22 kuŋ55	ŋɔi22 kʊŋ55	ngoi6 gung1	P1398	外祖父（背稱）	
493	七、稱謂/外祖父（面稱）	外公	外公	ŋɔi22 kuŋ55	ŋɔi22 kʊŋ55	ngoi6 gung1	P1398	外祖父（面稱）	
494	七、稱謂/外祖母（背稱）	外婆	外婆	ŋɔi22 pʰɔ21	ŋɔi22 pʰɔ21	ngoi6 po4	P1398	外祖母（背稱）	
495	七、稱謂/外祖母（面稱）	外婆	外婆	ŋɔi22 pʰɔ21	ŋɔi22 pʰɔ21	ngoi6 po4	P1400	外祖母（面稱）	
496	七、稱謂/兒子	崽	崽	tʃɐi35	tʃɐi35	zai2	P1400	兒子	
497	七、稱謂/兒媳婦	新婦	新妇	ɬɐn55 pʰu23	ɬɐn55 pʰu24	slan1 pu5	P1400	兒媳婦	原文有音無字
498	七、稱謂/大兒子	大崽	大崽	tai22 tʃɐi35	tai22 tʃɐi35	daai6 zai2	P1402	大兒子	
499	七、稱謂/小兒子	細崽	细崽	ɬɐi33 tʃɐi35	ɬɐi33 tʃɐi35	slai3 zai2	P1402	小兒子	
500	七、稱謂/女兒	女	女	ny35	ny35	nyu2	P1402	女兒	
501	七、稱謂/女壻（女婿）	姑爺	姑爷	ku55 iɛ21	ku55 jɛ21	gu1 je4	P1404	女壻（女婿）	
502	七、稱謂/岳父（背稱）	外父佬	外父佬	ŋɔi22 fu22 lu35	ŋɔi22 fu22 lu35	ngoi6 fu6 lu2	P1404	岳父（背稱）	
503	七、稱謂/岳父（面稱）	爸	爸	pa55	pa55	baa1	P1404	岳父（面稱）	
504	七、稱謂/岳母（背稱）	外母	外母	ŋɔi22 mu23	ŋɔi22 mu24	ngoi6 mu5	P1406	岳母（背稱）	
505	七、稱謂/岳母（面稱）	媽	妈	ma55	ma55	maa1	P1406	岳母（面稱）	
506	七、稱謂/孫子	孫	孙	ɬyn55	ɬyn55	slyun1	P1406	孫子	
507	七、稱謂/孫媳婦	孫新婦	孙新妇	ɬyn55 ɬɐn55 pʰu23	ɬyn55 ɬɐn55 pʰu24	slyun1 slan1 pu5	P1408	孫媳婦	原文[pʰu23]有音無字
508	七、稱謂/重孫子	息崽	息崽	ɬɐk5 tʃɐi35	ɬɐk5 tʃɐi35	slak1 zai2	P1408	重孫子	原文[ɬɐk5]有音無字
509	七、稱謂/重孫女	息女	息女	ɬɐk5 ny35	ɬɐk5 ny35	slak1 nyu2	P1408	重孫女	原文[ɬɐk5]有音無字
510	七、稱謂/舅舅（母兄）	舅爺	舅爷	kʰɐu23 iɛ21	kʰɐu24 jɛ21	kau5 je4	P1410	舅舅（母兄）	
511	七、稱謂/舅舅（母弟）	舅父	舅父	kʰɐu23 fu35	kʰɐu24 fu35	kau5 fu2	P1410	舅舅（母弟）	
512	七、稱謂/舅母	舅媽	舅妈	kʰɐu23 ma55	kʰɐu24 ma55	kau5 maa1	P1410	舅母	
513	七、稱謂/姑媽（父姊）	姑媽	姑妈	ku55 ma55	ku55 ma55	gu1 maa1	P1412	姑媽（父姊）	
514	七、稱謂/姑姑（父妹）	姑姑	姑姑	ku55	ku55	gu1	P1412	姑姑（父妹）	
515	七、稱謂/姨（母姊）	姨媽	姨妈	i21 ma55	ji21 ma55	ji4 maa1	P1412	姨（母姊）	
516	七、稱謂/姨（母妹）	姨	姨	i55	ji55	ji1	P1414	姨（母妹）	
517	七、稱謂/弟兄	兄弟	兄弟	hiŋ55 tɐi22	heŋ55 tɐi22	hing1 dai6	P1414	弟兄	
518	七、稱謂/姊妹	姐妹	姐妹	tʃɛ35 mui35	tʃɛ35 mui35	ze2 mui2	P1414	姊妹	
519	七、稱謂/哥哥（背稱）	哥	哥	kɔ55	kɔ55	go1	P1416	哥哥（背稱）	
520	七、稱謂/哥哥（面稱）	哥	哥	kɔ55	kɔ55	go1	P1416	哥哥（面稱）	
521	七、稱謂/嫂子	嫂	嫂	ɬu35	ɬu35	slu2	P1416	嫂子	
522	七、稱謂/弟弟	細佬	细佬	ɬɐi33 lu35	ɬɐi33 lu35	slai3 lu2	P1418	弟弟	
523	七、稱謂/弟婦	細嬸	细婶	ɬɐi33 ʃɐm35	ɬɐi33 ʃɐm35	slai3 sam2	P1418	弟婦	
524	七、稱謂/姐姐（背稱）	姐	姐	tʃɛ35	tʃɛ35	ze2	P1418	姐姐（背稱）	
525	七、稱謂/姐姐（面稱）	姐	姐	tʃɛ35	tʃɛ35	ze2	P1420	姐姐（面稱）	
526	七、稱謂/姐夫	姐夫	姐夫	tʃɛ35 fu55	tʃɛ35 fu55	ze2 fu1	P1420	姐夫	
527	七、稱謂/妹妹	妹	妹	mui35	mui35	mui2	P1420	妹妹	
528	七、稱謂/妹夫	妹夫	妹夫	mui22 fu55	mui22 fu55	mui6 fu1	P1422	妹夫	
529	七、稱謂/姪兒（侄兒）	姪崽	侄崽	tʃɐt2 tʃɐi35	tʃɐt2 tʃɐi35	zat6 zai2	P1422	姪兒（侄兒）	
530	七、稱謂/姪女（侄女）	姪女	侄女	tʃɐt2 ny35	tʃɐt2 ny35	zat6 nyu2	P1422	姪女（侄女）	
531	七、稱謂/外甥	外甥	外甥	ŋɔi22 ʃaŋ55	ŋɔi22 ʃaŋ55	ngoi6 saang1	P1424	外甥	
532	七、稱謂/外甥女	外甥女	外甥女	ŋɔi22 ʃaŋ55 ny35	ŋɔi22 ʃaŋ55 ny35	ngoi6 saang1 nyu2	P1424	外甥女	
533	七、稱謂/堂兄弟	叔伯兄弟	叔伯兄弟	ʃuk5 pak3 hiŋ55 tɐi22	ʃʊk5 pak3 heŋ55 tɐi22	suk1 baak3 hing1 dai6	P1424	堂兄弟	原文「叔」字誤作[ɬuk5]
534	七、稱謂/堂姊妹	叔伯姐妹	叔伯姐妹	ʃuk5 pak3 tʃɛ35 mui35	ʃʊk5 pak3 tʃɛ35 mui35	suk1 baak3 ze2 mui2	P1426	堂姊妹	
535	七、稱謂/丈夫	老公	老公	lu23 kuŋ55	lu24 kʊŋ55	lu5 gung1	P1426	丈夫	
536	七、稱謂/妻子	老婆	老婆	lu23 pʰɔ21	lu24 pʰɔ21	lu5 po4	P1426	妻子	
537	七、稱謂/內兄	大舅爺	大舅爷	tai22 kʰɐu23 iɛ21	tai22 kʰɐu24 jɛ21	daai6 kau5 je4	P1428	內兄	原文「大」字誤作[tʰai22]
538	七、稱謂/內弟	細舅爺	细舅爷	ɬɐi33 kʰɐu23 iɛ21	ɬɐi33 kʰɐu24 jɛ21	slai3 kau5 je4	P1428	內弟	
539	七、稱謂/親家	親家	亲家	tʃʰɐn33 ka55	tʃʰɐn33 ka55	can3 gaa1	P1428	親家	
540	七、稱謂/親家太太	親家奶	亲家奶	tʃʰɐn33 ka55 nai23	tʃʰɐn33 ka55 nai24	can3 gaa1 naai5	P1430	親家太太	
541	七、稱謂/親戚	親戚	亲戚	tʃʰɐn55 tʃʰik5	tʃʰɐn55 tʃʰek5	can1 cik1	P1430	親戚	
542	七、稱謂/繼母	後底乸	后底乸	hɐu22 tɐi35 na35	hɐu22 tɐi35 na35	hau6 dai2 naa2	P1430	繼母	原文[na35]有音無字
543	七、稱謂/繼父	契爺	契爷	kʰɐi33 iɛ21	kʰɐi33 jɛ21	kai3 je4	P1432	繼父	
544	七、稱謂/正房	大婆	大婆	tai22 pʰɔ21	tai22 pʰɔ21	daai6 po4	P1432	正房	
545	七、稱謂/偏房	細婆	细婆	ɬɐi33 pʰɔ21	ɬɐi33 pʰɔ21	slai3 po4	P1432	偏房	
546	七、稱謂/義子	契崽	契崽	kʰɐi33 tʃɐi35	kʰɐi33 tʃɐi35	kai3 zai2	P1434	義子	
547	七、稱謂/養子	養崽	养崽	iœŋ23 tʃɐi35	jœŋ24 tʃɐi35	joeng5 zai2	P1434	養子	
548	七、稱謂/童養媳	童養媳	童养媳	tʰuŋ21 iœŋ23 ɬik5	tʰʊŋ21 jœŋ24 ɬek5	tung4 joeng5 slik1	P1434	童養媳	
549	八、人體/身體	身	身	ʃɐn55	ʃɐn55	san1	P1436	身體	
550	八、人體/頭	頭	头	tʰɐu21	tʰɐu21	tau4	P1436	頭	
551	八、人體/後腦勺兒	後腦勺兒	后脑勺儿	hɐu22 nu23	hɐu22 nu24	hau6 nu5	P1436	後腦勺兒	
552	八、人體/脖子	頸	颈	kɛŋ35	kɛŋ35	geng2	P1438	脖子	
553	八、人體/頭髮	頭髮	头发	tʰɐu21 fat3	tʰɐu21 fat3	tau4 faat3	P1438	頭髮	
554	八、人體/脫頭髮	甩脫髮	甩脱发	lɐt5 tʰɐu21 fat3	lɐt5 tʰɐu21 fat3	lat1 tau4 faat3	P1438	脫頭髮	原文[lɐt5]有音無字，本字「㪐」
555	八、人體/脫頭髮	㪐脫髮	㪐脱发	lɐt5 tʰɐu21 fat3	lɐt5 tʰɐu21 fat3	lat1 tau4 faat3	P1438	脫頭髮	原文[lɐt5]有音無字
556	八、人體/頭屑	頭皮	头皮	tʰɐu21 pʰi21	tʰɐu21 pʰi21	tau4 pi4	P1440	頭屑	
557	八、人體/前額	額頭	额头	ŋɐk2 tʰɐu21	ŋɐk2 tʰɐu21	ngak6 tau4	P1440	前額	
558	八、人體/囟腦門兒	頭頂	头顶	tʰɐu21 tɛŋ35	tʰɐu21 tɛŋ35	tau4 deng2	P1440	囟腦門兒	
559	八、人體/臉	面	面	min22	min22	min6	P1442	臉	
560	八、人體/不要臉	冇要面	冇要面	mu23 iu33 min22	mu24 jiu33 min22	mu5 jiu3 min6	P1442	不要臉	原文[mu23]有音無字
561	八、人體/酒窩兒	酒窩	酒窝	tʃɐu35 uɔ55	tʃɐu35 wɔ55	zau2 wo1	P1442	酒窩兒	
562	八、人體/眼睛	眼	眼	ŋɛn23	ŋɛn24	ngen5	P1444	眼睛	
563	八、人體/眼珠兒	眼核	眼核	ŋɛn23 uɐt2	ŋɛn24 wɐt2	ngen5 wat6	P1444	眼珠兒	
564	八、人體/眼淚	眼淚水	眼泪水	ŋɛn23 lui22 ʃui35	ŋɛn24 lui22 ʃui35	ngen5 lui6 sui2	P1444	眼淚	
565	八、人體/眼眵	眼屎	眼屎	ŋɛn23 ʃi35	ŋɛn24 ʃi35	ngen5 si2	P1446	眼眵	
566	八、人體/單眼皮兒	單眼皮	单眼皮	tan55 ŋɛn23 pʰi21	tan55 ŋɛn24 pʰi21	daan1 ngen5 pi4	P1446	單眼皮兒	
567	八、人體/雙眼皮兒	雙眼皮	双眼皮	ʃœŋ55 ŋɛn23 pʰi21	ʃœŋ55 ŋɛn24 pʰi21	soeng1 ngen5 pi4	P1446	雙眼皮兒	
568	八、人體/眼毛	眼毛	眼毛	ŋɛn23 mu21	ŋɛn24 mu21	ngen5 mu4	P1448	眼毛	
569	八、人體/眉毛	眉毛	眉毛	mi21 mu21	mi21 mu21	mi4 mu4	P1448	眉毛	
570	八、人體/鼻子	鼻哥	鼻哥	pi22 kɔ55	pi22 kɔ55	bi6 go1	P1448	鼻子	
571	八、人體/鼻涕	鼻涕	鼻涕	pi22 tʰɐi33	pi22 tʰɐi33	bi6 tai3	P1450	鼻涕	
572	八、人體/鼻孔	鼻哥窿	鼻哥窿	pi22 kɔ55 luŋ55	pi22 kɔ55 lʊŋ55	bi6 go1 lung1	P1450	鼻孔	
573	八、人體/鼻毛	鼻哥毛	鼻哥毛	pi22 kɔ55 mu21	pi22 kɔ55 mu21	bi6 go1 mu4	P1450	鼻毛	
574	八、人體/（人）嘴	嘴	嘴	tʃui35	tʃui35	zui2	P1452	（人）嘴	
575	八、人體/嘴脣	口脣	口唇	hɐu35 ʃɐn21	hɐu35 ʃɐn21	hau2 san4	P1452	嘴脣	
576	八、人體/唾沫	口水	口水	hɐu35 ʃui35	hɐu35 ʃui35	hau2 sui2	P1452	唾沫	
577	八、人體/舌頭	利錢	利钱	li22 tʃʰin21	li22 tʃʰin21	li6 cin4	P1454	舌頭	
578	八、人體/牙齒	牙齒	牙齿	ŋa21 tʃʰi35	ŋa21 tʃʰi35	ngaa4 ci2	P1454	牙齒	
579	八、人體/牙垢	牙齒屎	牙齿屎	ŋa21 tʃʰi35 ʃi35	ŋa21 tʃʰi35 ʃi35	ngaa4 ci2 si2	P1454	牙垢	
580	八、人體/蟲牙	蟲牙	虫牙	tʃʰuŋ21 ŋa21	tʃʰʊŋ21 ŋa21	cung4 ngaa4	P1456	蟲牙	
581	八、人體/耳朵	耳朵	耳朵	i23 tɔ35	ji24 tɔ35	ji5 do2	P1456	耳朵	
582	八、人體/耳屎	耳屎	耳屎	i23 ʃi35	ji24 ʃi35	ji5 si2	P1456	耳屎	
583	八、人體/耳背（聽覺不靈）	耳背	耳背	i23 pui22	ji24 pui22	ji5 bui6	P1458	耳背（聽覺不靈）	
584	八、人體/下巴	下巴	下巴	ha22 pʰa21	ha22 pʰa21	haa6 paa4	P1458	下巴	
585	八、人體/鬍子	鬍鬚	胡须	u21 ɬu55	wu21 ɬu55	wu4 slu1	P1458	鬍子	
586	八、人體/喉嚨	喉嚨	喉咙	hɐu21 luŋ21	hɐu21 lʊŋ21	hau4 lung4	P1460	喉嚨	
587	八、人體/頭髮旋兒	頭旋	头旋	tʰɐu21 tʃyn22	tʰɐu21 tʃyn22	tau4 zyun6	P1460	頭髮旋兒	
588	八、人體/腡紋	腡	脶	lɔ21	lɔ21	lo4	P1460	腡紋	
589	八、人體/肩膀	膊頭	膊头	pɔk3 tʰɐu21	pɔk3 tʰɐu21	bok3 tau4	P1462	肩膀	
590	八、人體/脊樑骨	背脢骨	背脢骨	pui33 mui21 kʷɐt5	pui33 mui21 kʷɐt5	bui3 mui4 gwat1	P1462	脊樑骨	原文[mui21]有音無字
591	八、人體/胳膊	手臂	手臂	ʃɐu35 pi33	ʃɐu35 pi33	sau2 bi3	P1462	胳膊	
592	八、人體/胳肢窩	胳肋底	胳肋底	ka22 lɐk5 tɐi35	ka22 lɐk5 tɐi35	gaa6 lak1 dai2	P1464	胳肢窩	原文[ka22 lɐk5]有音無字
593	八、人體/胳肢（動詞）	擳	擳	tʃɛt5	tʃɛt5	zet1	P1464	胳肢（動詞）	原文有音無字
594	八、人體/左手	左手	左手	tʃɔ35 ʃɐu35	tʃɔ35 ʃɐu35	zo2 sau2	P1464	左手	
595	八、人體/右手	右手	右手	iɐu22 ʃɐu35	jɐu22 ʃɐu35	jau6 sau2	P1466	右手	
596	八、人體/手指	手指	手指	ʃɐu35 tʃi35	ʃɐu35 tʃi35	sau2 zi2	P1466	手指	
597	八、人體/大拇指	手乸頭	手乸头	ʃɐu35 na35 tʰɐu21	ʃɐu35 na35 tʰɐu21	sau2 naa2 tau4	P1466	大拇指	原文[na35]有音無字
598	八、人體/食指	食指	食指	ʃik2 tʃi35	ʃek2 tʃi35	sik6 zi2	P1468	食指	
599	八、人體/中指	中手指	中手指	tʃuŋ55 ʃɐu35 tʃi35	tʃʊŋ55 ʃɐu35 tʃi35	zung1 sau2 zi2	P1468	中指	
600	八、人體/無名指	無名指	无名指	mu21 mɛŋ21 tʃi35	mu21 mɛŋ21 tʃi35	mu4 meng4 zi2	P1468	無名指	
601	八、人體/小拇指	細手指	细手指	ɬɐi33 ʃɐu35 tʃi35	ɬɐi33 ʃɐu35 tʃi35	slai3 sau2 zi2	P1470	小拇指	
602	八、人體/指甲	指甲	指甲	tʃi35 kɛp3	tʃi35 kɛp3	zi2 gep3	P1470	指甲	
603	八、人體/心口	心口	心口	ɬɐm55 hɐu35	ɬɐm55 hɐu35	slam1 hau2	P1470	心口	
604	八、人體/胸脯	胸	胸	huŋ55	hʊŋ55	hung1	P1472	胸脯	
605	八、人體/肋骨	肋索骨	肋索骨	lɐk2 ʃak3 kʷɐt5	lɐk2 ʃak3 kʷɐt5	lak6 saak3 gwat1	P1472	肋骨	原文[ʃak3]有音無字
606	八、人體/乳房	瀰	弥	mɛ21	mɛ21	me4	P1472	乳房	原文有音無字
607	八、人體/肚子	肚	肚	tʰu23	tʰu24	tu5	P1474	肚子	
608	八、人體/小肚子	肚腩	肚腩	tʰu23 nam35	tʰu24 nam35	tu5 naam2	P1474	小肚子	
609	八、人體/肚臍	肚臍	肚脐	tʰu23 tʃʰi21	tʰu24 tʃʰi21	tu5 ci4	P1474	肚臍	
610	八、人體/腿	腳	脚	kœk3	kœk3	goek3	P1476	腿	
611	八、人體/大腿	大髀	大髀	tai22 pi35	tai22 pi35	daai6 bi2	P1476	大腿	原文[pi35]有音無字
612	八、人體/膝蓋	膝頭哥	膝头哥	ɬɐt5 tʰɐu21 kɔ55	ɬɐt5 tʰɐu21 kɔ55	slat1 tau4 go1	P1476	膝蓋	
613	八、人體/屁股	屎胐	屎胐	ʃi35 fɐt5	ʃi35 fɐt5	si2 fat1	P1478	屁股	原文[fɐt5]有音無字
614	八、人體/雞巴（男生殖器）	腏	腏	tʃʰɔt2	tʃʰɔt2	cot6	P1478	雞巴（男生殖器）	原文有音無字
615	八、人體/屄（女生殖器）	㞓	㞓	hɐi55	hɐi55	hai1	P1478	屄（女生殖器）	原文有音無字
616	八、人體/肏	屌	屌	tiu35	tiu35	diu2	P1480	肏	原文有音無字
617	八、人體/腳	腳	脚	kœk3	kœk3	goek3	P1480	腳	
618	八、人體/腳背	腳背	脚背	kœk3 pui33	kœk3 pui33	goek3 bui3	P1480	腳背	
619	八、人體/腳心	腳心	脚心	kœk3 ɬɐm55	kœk3 ɬɐm55	goek3 slam1	P1482	腳心	
620	八、人體/腳趾	腳趾	脚趾	kœk3 tʃi35	kœk3 tʃi35	goek3 zi2	P1482	腳趾	
621	八、人體/腳跟	腳䐁	脚䐁	kœk3 tuk5	kœk3 tʊk5	goek3 duk1	P1482	腳跟	
622	八、人體/赤腳	赤腳	赤脚	tʃʰik5 kœk3	tʃʰek5 kœk3	cik1 goek3	P1484	赤腳	
623	八、人體/骨頭	骨頭	骨头	kʷɐt5 tʰɐu21	kʷɐt5 tʰɐu21	gwat1 tau4	P1484	骨頭	
624	八、人體/辮子	孖辮	孖辫	ma55 pin55	ma55 pin55	maa1 bin1	P1484	辮子	原文[ma55]有音無字
625	九、疾病/病了	病了	病了	pɛŋ22 liu23	pɛŋ22 liu24	beng6 liu5	P1486	病了	
626	九、疾病/瀉肚	屙肚	屙肚	ɔ55 tʰu23	ɔ55 tʰu24	o1 tu5	P1486	瀉肚	原文「屙」字誤作[ɔ53]
627	九、疾病/便祕	結恭	结恭	kit3 kuŋ55	kit3 kʊŋ55	git3 gung1	P1486	便祕	原文作「結宮」
628	九、疾病/嘔吐	嘔	呕	ɐu35	ɐu35	au2	P1488	嘔吐	
629	九、疾病/呻吟	呻	呻	ʃɐn33	ʃɐn33	san3	P1488	呻吟	
630	九、疾病/發燒	發燒	发烧	fat3 ʃiu55	fat3 ʃiu55	faat3 siu1	P1488	發燒	
631	九、疾病/着涼	涼着	凉着	lœŋ21 tʃœk2	lœŋ21 tʃœk2	loeng4 zoek6	P1490	着涼	原文「着」字誤作[tʃøk3]
632	九、疾病/咳嗽	咳	咳	kʰɐt5	kʰɐt5	kat1	P1490	咳嗽	
633	九、疾病/中暑	發痧	发痧	fat3 ʃa55	fat3 ʃa55	faat3 saa1	P1490	中暑	
634	九、疾病/肚子痛	肚痛	肚痛	tʰu23 tʰuŋ33	tʰu24 tʰʊŋ33	tu5 tung3	P1492	肚子痛	
635	九、疾病/頭痛	頭痛	头痛	tʰɐu21 tʰuŋ33	tʰɐu21 tʰʊŋ33	tau4 tung3	P1492	頭痛	
636	九、疾病/頭暈	頭暈	头晕	tʰɐu21 uɐn55	tʰɐu21 wɐn55	tau4 wan1	P1492	頭暈	
637	九、疾病/疝氣	疝氣	疝气	ʃan33 hi33	ʃan33 hi33	saan3 hi3	P1494	疝氣	
